age,gender,study_hours_per_day,social_media_hours,netflix_hours,attendance_percentage,sleep_hours,mental_health_rating,exercise_frequency,diet_quality,internet_quality,exam_score,academic_risk_level,recommendations
23,Female,5.4,3.1,3.1,79.0,4.2,4,1,Fair,Good,77.9,Medium Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.']"
17,Female,3.5,0.9,0.4,78.7,6.3,5,3,Fair,Average,72.9,Medium Risk,['Maintain current positive study and lifestyle habits.']
24,Female,2.0,3.5,2.6,76.5,4.8,5,6,Good,Good,53.2,High Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.']"
19,Female,2.7,1.0,2.4,79.6,7.6,1,1,Fair,Poor,57.3,High Risk,"['Reduce entertainment screen time.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.', 'Improve internet access or use campus resources for online learning.']"
24,Male,4.8,3.2,1.6,92.6,7.4,1,4,Fair,Poor,76.6,Medium Risk,"['Reduce social media usage to improve focus.', 'Focus on mental well-being and seek support if needed.', 'Improve internet access or use campus resources for online learning.']"
18,Female,4.3,3.3,2.2,82.8,5.4,3,6,Poor,Average,64.6,Medium Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.', 'Improve diet quality to support better academic performance.']"
17,Male,3.1,1.7,2.9,71.5,5.6,3,0,Good,Average,51.1,High Risk,"['Reduce entertainment screen time.', 'Improve class attendance to at least 80%.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.']"
18,Other,2.9,3.2,2.8,100.0,5.9,2,5,Fair,Average,63.0,Medium Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.']"
23,Female,2.9,2.8,0.5,88.2,3.8,2,5,Good,Poor,61.6,Medium Risk,"['Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.', 'Improve internet access or use campus resources for online learning.']"
22,Male,2.1,1.9,2.7,70.9,6.9,6,3,Good,Good,62.5,Medium Risk,"['Reduce entertainment screen time.', 'Improve class attendance to at least 80%.']"
18,Female,5.9,1.3,1.7,80.6,6.2,1,5,Fair,Good,87.1,Low Risk,['Focus on mental well-being and seek support if needed.']
19,Female,3.0,0.1,1.9,86.1,7.7,6,6,Good,Poor,82.5,Low Risk,['Improve internet access or use campus resources for online learning.']
24,Male,5.3,2.9,1.9,100.0,5.2,5,3,Good,Poor,80.9,Low Risk,"['Improve sleep routine and aim for 7-8 hours of sleep.', 'Improve internet access or use campus resources for online learning.']"
22,Female,5.8,0.6,1.6,73.9,5.8,6,6,Fair,Good,100.0,Low Risk,"['Improve class attendance to at least 80%.', 'Improve sleep routine and aim for 7-8 hours of sleep.']"
24,Female,5.0,2.6,3.1,94.8,4.7,5,0,Poor,Good,79.6,Medium Risk,"['Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Increase weekly physical activity for better balance.', 'Improve diet quality to support better academic performance.']"
18,Male,2.9,2.2,1.7,99.0,5.3,7,2,Good,Average,71.2,Medium Risk,['Improve sleep routine and aim for 7-8 hours of sleep.']
24,Female,4.1,3.3,0.6,78.7,5.1,1,2,Good,Good,62.7,Medium Risk,"['Reduce social media usage to improve focus.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.']"
23,Male,3.5,2.1,1.4,82.2,7.7,3,1,Fair,Good,64.2,Medium Risk,"['Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.']"
22,Female,2.1,2.1,2.0,74.6,5.7,6,0,Fair,Good,44.1,High Risk,"['Improve class attendance to at least 80%.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Increase weekly physical activity for better balance.']"
23,Other,4.0,3.4,3.2,83.0,6.6,1,5,Good,Average,61.7,Medium Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Focus on mental well-being and seek support if needed.']"
18,Female,1.7,2.9,2.5,84.6,6.0,7,0,Good,Average,39.9,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Reduce entertainment screen time.', 'Increase weekly physical activity for better balance.']"
23,Male,5.3,2.9,0.9,91.6,5.0,4,4,Good,Poor,84.1,Low Risk,"['Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.', 'Improve internet access or use campus resources for online learning.']"
19,Female,2.8,3.1,4.5,95.9,6.3,3,2,Fair,Good,40.7,High Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Focus on mental well-being and seek support if needed.']"
18,Female,3.8,0.7,2.1,77.5,7.2,10,5,Good,Good,81.8,Low Risk,['Reduce entertainment screen time.']
18,Male,3.9,3.4,3.2,65.3,5.1,9,6,Fair,Average,77.0,Medium Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Improve class attendance to at least 80%.', 'Improve sleep routine and aim for 7-8 hours of sleep.']"
18,Female,3.1,3.2,1.6,84.8,7.5,1,6,Fair,Good,65.7,Medium Risk,"['Reduce social media usage to improve focus.', 'Focus on mental well-being and seek support if needed.']"
17,Male,4.4,1.3,2.4,87.9,5.5,8,2,Good,Good,80.9,Low Risk,"['Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.']"
24,Female,2.8,2.2,2.7,87.5,5.9,1,0,Good,Good,47.4,High Risk,"['Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.']"
17,Male,4.8,2.5,3.1,81.7,7.1,5,5,Fair,Good,83.0,Low Risk,['Reduce entertainment screen time.']
17,Male,1.5,2.3,3.0,86.2,5.7,10,1,Fair,Good,54.2,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Increase weekly physical activity for better balance.']"
19,Male,3.7,2.9,2.8,100.0,6.5,8,6,Good,Average,82.5,Low Risk,['Reduce entertainment screen time.']
22,Female,6.4,4.2,1.5,88.8,6.1,6,0,Fair,Good,85.0,Low Risk,"['Reduce social media usage to improve focus.', 'Increase weekly physical activity for better balance.']"
24,Male,2.0,3.8,1.2,81.3,6.7,7,1,Good,Good,40.4,High Risk,"['Reduce social media usage to improve focus.', 'Increase weekly physical activity for better balance.']"
23,Female,2.5,0.9,2.2,80.0,3.6,8,5,Good,Average,58.9,High Risk,"['Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.']"
21,Male,4.3,3.2,2.8,83.3,4.3,6,2,Poor,Poor,67.5,Medium Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Improve diet quality to support better academic performance.', 'Improve internet access or use campus resources for online learning.']"
18,Male,3.8,4.1,1.6,100.0,7.2,6,4,Good,Good,81.0,Low Risk,['Reduce social media usage to improve focus.']
23,Female,4.0,3.0,3.0,83.2,7.7,6,3,Good,Average,74.7,Medium Risk,['Reduce entertainment screen time.']
18,Female,4.2,3.8,3.4,84.8,5.4,5,2,Good,Good,67.4,Medium Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.']"
19,Male,4.5,4.9,0.8,80.2,6.2,8,1,Good,Poor,72.2,Medium Risk,"['Reduce social media usage to improve focus.', 'Increase weekly physical activity for better balance.', 'Improve internet access or use campus resources for online learning.']"
18,Female,5.2,3.7,0.9,96.0,6.9,2,0,Good,Poor,77.1,Medium Risk,"['Reduce social media usage to improve focus.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.', 'Improve internet access or use campus resources for online learning.']"
17,Female,4.1,2.8,1.6,100.0,7.3,7,6,Poor,Average,87.9,Low Risk,['Improve diet quality to support better academic performance.']
24,Female,3.1,3.8,2.1,89.5,4.1,4,5,Fair,Average,54.1,High Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.']"
21,Male,4.5,2.7,1.2,85.8,5.4,1,2,Good,Good,62.9,Medium Risk,"['Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.']"
20,Male,6.3,2.5,3.3,85.4,6.1,5,6,Fair,Good,95.6,Low Risk,['Reduce entertainment screen time.']
18,Female,3.3,2.1,2.3,61.2,7.3,3,6,Poor,Poor,67.1,Medium Risk,"['Reduce entertainment screen time.', 'Improve class attendance to at least 80%.', 'Focus on mental well-being and seek support if needed.', 'Improve diet quality to support better academic performance.', 'Improve internet access or use campus resources for online learning.']"
23,Male,2.0,4.4,1.8,92.5,9.5,4,4,Good,Average,51.5,High Risk,"['Reduce social media usage to improve focus.', 'Focus on mental well-being and seek support if needed.']"
17,Female,5.2,1.5,0.2,86.3,6.2,7,5,Good,Average,97.9,Low Risk,['Maintain current positive study and lifestyle habits.']
20,Female,3.3,4.3,0.4,89.3,4.8,5,1,Poor,Average,67.0,Medium Risk,"['Reduce social media usage to improve focus.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Increase weekly physical activity for better balance.', 'Improve diet quality to support better academic performance.']"
21,Female,0.2,3.1,2.1,77.9,7.0,4,5,Good,Good,31.5,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Focus on mental well-being and seek support if needed.']"
20,Female,4.8,0.8,0.0,81.2,8.1,1,5,Good,Average,88.0,Low Risk,['Focus on mental well-being and seek support if needed.']
17,Other,2.7,2.9,2.9,80.9,6.6,6,0,Fair,Poor,53.4,High Risk,"['Reduce entertainment screen time.', 'Increase weekly physical activity for better balance.', 'Improve internet access or use campus resources for online learning.']"
24,Male,3.4,0.0,1.6,95.2,5.4,10,3,Good,Average,83.4,Low Risk,['Improve sleep routine and aim for 7-8 hours of sleep.']
24,Female,4.0,3.3,5.4,81.2,7.6,6,6,Fair,Poor,79.0,Medium Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Improve internet access or use campus resources for online learning.']"
22,Male,3.8,3.6,4.3,100.0,7.3,7,1,Poor,Poor,69.9,Medium Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Increase weekly physical activity for better balance.', 'Improve diet quality to support better academic performance.', 'Improve internet access or use campus resources for online learning.']"
24,Male,4.6,1.8,1.6,89.3,5.3,1,0,Fair,Average,60.1,Medium Risk,"['Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.']"
22,Female,2.8,2.6,1.7,72.2,7.0,4,6,Fair,Good,70.3,Medium Risk,"['Improve class attendance to at least 80%.', 'Focus on mental well-being and seek support if needed.']"
20,Female,4.3,4.8,2.9,83.7,7.7,9,3,Fair,Good,79.8,Medium Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.']"
19,Other,3.1,1.9,3.7,78.5,7.9,10,0,Good,Good,66.6,Medium Risk,"['Reduce entertainment screen time.', 'Increase weekly physical activity for better balance.']"
23,Female,4.6,1.2,0.0,63.1,6.4,6,3,Good,Average,91.7,Low Risk,['Improve class attendance to at least 80%.']
23,Male,4.4,4.3,0.0,100.0,6.1,2,3,Fair,Average,70.1,Medium Risk,"['Reduce social media usage to improve focus.', 'Focus on mental well-being and seek support if needed.']"
20,Male,2.1,4.9,1.1,92.0,8.0,4,3,Good,Average,61.5,Medium Risk,"['Reduce social media usage to improve focus.', 'Focus on mental well-being and seek support if needed.']"
18,Female,5.1,2.5,2.4,90.3,5.0,6,0,Poor,Good,79.3,Medium Risk,"['Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Increase weekly physical activity for better balance.', 'Improve diet quality to support better academic performance.']"
18,Male,2.7,3.7,2.3,86.7,7.0,4,5,Poor,Good,63.9,Medium Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Focus on mental well-being and seek support if needed.', 'Improve diet quality to support better academic performance.']"
24,Male,4.7,4.1,3.0,71.2,4.9,10,3,Good,Poor,93.1,Low Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Improve class attendance to at least 80%.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Improve internet access or use campus resources for online learning.']"
23,Male,4.1,1.6,0.5,80.2,7.8,7,5,Poor,Poor,89.8,Low Risk,"['Improve diet quality to support better academic performance.', 'Improve internet access or use campus resources for online learning.']"
23,Male,6.3,1.9,0.0,93.4,6.2,3,6,Fair,Good,100.0,Low Risk,['Focus on mental well-being and seek support if needed.']
22,Male,3.2,4.0,2.7,74.5,8.0,6,6,Good,Good,61.8,Medium Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Improve class attendance to at least 80%.']"
19,Male,3.0,4.5,0.9,59.7,7.1,4,1,Fair,Good,51.5,High Risk,"['Reduce social media usage to improve focus.', 'Improve class attendance to at least 80%.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.']"
17,Male,3.5,3.2,0.0,82.7,5.0,3,4,Good,Good,60.4,Medium Risk,"['Reduce social media usage to improve focus.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.']"
18,Male,3.0,1.4,2.0,83.6,8.2,3,5,Fair,Good,67.2,Medium Risk,['Focus on mental well-being and seek support if needed.']
23,Other,4.7,4.9,2.7,86.4,8.4,2,6,Poor,Average,89.6,Low Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Focus on mental well-being and seek support if needed.', 'Improve diet quality to support better academic performance.']"
22,Male,1.1,1.9,1.7,92.3,7.6,3,4,Fair,Good,48.3,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Focus on mental well-being and seek support if needed.']"
21,Male,1.9,2.1,1.3,91.4,5.6,10,3,Fair,Good,61.7,Medium Risk,"['Increase daily study hours to at least 2-3 hours.', 'Improve sleep routine and aim for 7-8 hours of sleep.']"
22,Female,1.9,2.9,1.6,87.6,6.1,1,4,Fair,Good,44.4,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Focus on mental well-being and seek support if needed.']"
18,Male,4.9,4.4,1.4,97.0,6.7,3,4,Fair,Average,77.2,Medium Risk,"['Reduce social media usage to improve focus.', 'Focus on mental well-being and seek support if needed.']"
18,Female,6.1,3.5,0.3,69.8,5.7,9,3,Good,Average,100.0,Low Risk,"['Reduce social media usage to improve focus.', 'Improve class attendance to at least 80%.', 'Improve sleep routine and aim for 7-8 hours of sleep.']"
22,Female,3.3,3.0,1.0,90.0,8.5,4,5,Good,Average,73.0,Medium Risk,['Focus on mental well-being and seek support if needed.']
17,Male,3.2,3.1,2.4,91.3,6.7,3,3,Fair,Average,68.5,Medium Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Focus on mental well-being and seek support if needed.']"
20,Male,3.6,2.6,2.2,72.6,3.3,8,1,Fair,Good,61.0,Medium Risk,"['Reduce entertainment screen time.', 'Improve class attendance to at least 80%.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Increase weekly physical activity for better balance.']"
18,Female,5.2,3.2,2.0,70.0,6.9,1,2,Fair,Poor,70.5,Medium Risk,"['Reduce social media usage to improve focus.', 'Improve class attendance to at least 80%.', 'Focus on mental well-being and seek support if needed.', 'Improve internet access or use campus resources for online learning.']"
22,Female,2.1,0.0,0.7,77.5,6.1,5,0,Good,Average,52.5,High Risk,['Increase weekly physical activity for better balance.']
23,Male,3.9,2.1,1.6,78.4,6.4,1,3,Good,Good,62.8,Medium Risk,['Focus on mental well-being and seek support if needed.']
22,Female,5.0,2.8,0.0,92.5,6.1,7,3,Fair,Poor,83.5,Low Risk,['Improve internet access or use campus resources for online learning.']
19,Male,4.3,1.1,2.0,78.9,7.5,5,4,Good,Average,71.4,Medium Risk,['Maintain current positive study and lifestyle habits.']
20,Other,3.8,3.0,3.4,76.4,7.8,2,1,Fair,Average,61.5,Medium Risk,"['Reduce entertainment screen time.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.']"
21,Male,5.0,2.3,0.2,78.9,6.8,1,6,Poor,Good,75.4,Medium Risk,"['Focus on mental well-being and seek support if needed.', 'Improve diet quality to support better academic performance.']"
17,Female,0.0,4.6,1.2,96.2,6.1,7,6,Poor,Average,42.0,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Reduce social media usage to improve focus.', 'Improve diet quality to support better academic performance.']"
24,Female,4.5,4.4,2.2,85.1,6.5,1,4,Fair,Good,64.0,Medium Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Focus on mental well-being and seek support if needed.']"
21,Female,2.5,1.9,3.2,83.2,6.5,3,5,Fair,Average,60.1,Medium Risk,"['Reduce entertainment screen time.', 'Focus on mental well-being and seek support if needed.']"
20,Female,0.8,2.3,1.3,83.9,5.5,6,3,Poor,Good,34.7,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Improve diet quality to support better academic performance.']"
20,Male,4.3,2.4,1.0,97.9,7.2,6,3,Good,Average,88.0,Low Risk,['Maintain current positive study and lifestyle habits.']
20,Male,5.6,2.0,0.0,77.5,7.1,7,4,Fair,Average,100.0,Low Risk,['Maintain current positive study and lifestyle habits.']
21,Male,3.3,2.7,1.9,98.2,8.3,1,3,Fair,Poor,66.1,Medium Risk,"['Focus on mental well-being and seek support if needed.', 'Improve internet access or use campus resources for online learning.']"
23,Male,4.9,1.6,4.0,87.1,8.0,7,5,Fair,Poor,95.5,Low Risk,"['Reduce entertainment screen time.', 'Improve internet access or use campus resources for online learning.']"
20,Female,5.9,1.1,2.1,83.4,5.7,2,2,Poor,Average,86.4,Low Risk,"['Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.', 'Improve diet quality to support better academic performance.']"
22,Male,5.5,3.2,1.8,100.0,7.5,6,0,Fair,Poor,77.3,Medium Risk,"['Reduce social media usage to improve focus.', 'Increase weekly physical activity for better balance.', 'Improve internet access or use campus resources for online learning.']"
21,Male,6.0,3.3,2.2,74.4,5.4,8,0,Fair,Average,90.2,Low Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Improve class attendance to at least 80%.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Increase weekly physical activity for better balance.']"
24,Other,4.6,1.5,1.8,81.5,7.3,5,0,Fair,Good,80.2,Low Risk,['Increase weekly physical activity for better balance.']
20,Female,3.6,3.6,0.9,72.7,5.9,10,2,Poor,Average,72.9,Medium Risk,"['Reduce social media usage to improve focus.', 'Improve class attendance to at least 80%.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Improve diet quality to support better academic performance.']"
22,Female,1.1,1.7,2.7,94.5,5.3,3,3,Fair,Average,35.8,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.']"
23,Other,3.1,2.8,2.0,100.0,6.8,8,4,Poor,Good,72.8,Medium Risk,['Improve diet quality to support better academic performance.']
19,Male,2.2,3.5,1.8,100.0,3.3,8,6,Good,Good,67.6,Medium Risk,"['Reduce social media usage to improve focus.', 'Improve sleep routine and aim for 7-8 hours of sleep.']"
23,Male,6.8,2.5,0.7,97.2,4.4,4,1,Good,Poor,93.1,Low Risk,"['Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.', 'Improve internet access or use campus resources for online learning.']"
24,Female,3.2,3.0,3.2,83.0,6.3,8,3,Poor,Average,57.5,High Risk,"['Reduce entertainment screen time.', 'Improve diet quality to support better academic performance.']"
20,Female,3.7,1.9,2.5,81.3,6.6,5,2,Fair,Good,61.1,Medium Risk,['Reduce entertainment screen time.']
24,Male,4.3,2.3,1.2,68.3,6.1,5,5,Poor,Poor,77.4,Medium Risk,"['Improve class attendance to at least 80%.', 'Improve diet quality to support better academic performance.', 'Improve internet access or use campus resources for online learning.']"
21,Female,3.6,2.3,2.9,100.0,4.6,3,2,Fair,Good,69.6,Medium Risk,"['Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.']"
18,Male,6.0,1.6,1.3,89.7,5.5,7,6,Fair,Poor,100.0,Low Risk,"['Improve sleep routine and aim for 7-8 hours of sleep.', 'Improve internet access or use campus resources for online learning.']"
20,Male,2.6,2.3,0.9,80.1,7.0,9,0,Fair,Good,69.3,Medium Risk,['Increase weekly physical activity for better balance.']
18,Female,3.8,0.6,1.0,98.3,7.2,9,3,Fair,Average,85.7,Low Risk,['Maintain current positive study and lifestyle habits.']
22,Female,2.4,1.9,0.0,75.3,6.5,1,6,Good,Good,53.9,High Risk,['Focus on mental well-being and seek support if needed.']
19,Female,1.5,2.2,2.3,89.1,7.9,1,0,Fair,Average,43.7,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Reduce entertainment screen time.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.']"
17,Male,2.6,2.2,0.0,83.3,7.0,10,1,Fair,Good,79.3,Medium Risk,['Increase weekly physical activity for better balance.']
24,Female,3.4,2.2,0.4,91.4,5.6,5,5,Fair,Poor,71.3,Medium Risk,"['Improve sleep routine and aim for 7-8 hours of sleep.', 'Improve internet access or use campus resources for online learning.']"
23,Male,2.9,2.4,0.0,84.4,6.2,1,0,Good,Average,61.4,Medium Risk,"['Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.']"
19,Male,2.5,3.1,1.7,70.5,4.8,4,1,Good,Good,45.1,High Risk,"['Reduce social media usage to improve focus.', 'Improve class attendance to at least 80%.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.']"
20,Female,1.4,3.5,1.6,85.8,6.4,1,2,Fair,Average,39.8,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Reduce social media usage to improve focus.', 'Focus on mental well-being and seek support if needed.']"
18,Female,3.4,1.7,1.4,95.5,7.8,2,0,Good,Good,70.7,Medium Risk,"['Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.']"
23,Female,1.2,1.1,0.7,84.7,7.3,2,0,Fair,Average,35.6,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.']"
18,Female,4.6,1.2,0.5,92.8,8.2,4,4,Good,Good,93.0,Low Risk,['Focus on mental well-being and seek support if needed.']
21,Female,3.6,1.9,2.3,74.5,6.1,8,5,Good,Average,83.2,Low Risk,"['Reduce entertainment screen time.', 'Improve class attendance to at least 80%.']"
18,Female,1.3,2.1,1.2,84.7,8.1,2,5,Poor,Good,46.6,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Focus on mental well-being and seek support if needed.', 'Improve diet quality to support better academic performance.']"
21,Male,3.0,1.6,2.1,78.8,6.3,9,6,Good,Good,70.8,Medium Risk,['Reduce entertainment screen time.']
22,Male,2.4,0.9,0.8,92.5,8.3,9,2,Fair,Average,78.3,Medium Risk,['Maintain current positive study and lifestyle habits.']
23,Male,4.0,2.0,2.0,85.3,6.5,2,4,Fair,Good,70.7,Medium Risk,['Focus on mental well-being and seek support if needed.']
23,Male,5.5,2.7,3.2,91.9,7.3,1,6,Fair,Good,82.6,Low Risk,"['Reduce entertainment screen time.', 'Focus on mental well-being and seek support if needed.']"
17,Female,0.7,3.2,2.4,95.9,8.3,10,1,Good,Average,50.3,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Increase weekly physical activity for better balance.']"
20,Female,3.7,1.8,1.3,91.9,6.3,10,6,Fair,Good,80.9,Low Risk,['Maintain current positive study and lifestyle habits.']
21,Male,3.3,2.0,2.1,87.7,6.8,9,1,Poor,Poor,75.4,Medium Risk,"['Reduce entertainment screen time.', 'Increase weekly physical activity for better balance.', 'Improve diet quality to support better academic performance.', 'Improve internet access or use campus resources for online learning.']"
17,Male,4.5,1.4,1.5,75.0,8.0,2,2,Good,Good,83.7,Low Risk,['Focus on mental well-being and seek support if needed.']
18,Female,3.8,2.5,1.8,85.0,6.3,8,5,Poor,Average,76.8,Medium Risk,['Improve diet quality to support better academic performance.']
18,Male,2.4,1.5,1.4,79.7,4.9,3,1,Poor,Poor,45.8,High Risk,"['Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.', 'Improve diet quality to support better academic performance.', 'Improve internet access or use campus resources for online learning.']"
17,Female,3.0,3.2,1.6,81.6,9.1,1,2,Fair,Average,58.4,High Risk,"['Reduce social media usage to improve focus.', 'Focus on mental well-being and seek support if needed.']"
23,Female,2.3,0.4,2.0,81.3,5.9,1,6,Fair,Good,70.3,Medium Risk,"['Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.']"
18,Female,5.1,2.1,0.7,75.2,6.7,10,1,Fair,Good,99.4,Low Risk,['Increase weekly physical activity for better balance.']
24,Female,3.5,2.9,0.7,65.4,7.9,2,3,Poor,Good,62.9,Medium Risk,"['Improve class attendance to at least 80%.', 'Focus on mental well-being and seek support if needed.', 'Improve diet quality to support better academic performance.']"
22,Female,6.4,2.7,0.3,78.3,5.8,7,0,Good,Average,98.0,Low Risk,"['Improve sleep routine and aim for 7-8 hours of sleep.', 'Increase weekly physical activity for better balance.']"
22,Male,3.4,5.7,0.0,86.9,5.3,6,6,Good,Poor,74.7,Medium Risk,"['Reduce social media usage to improve focus.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Improve internet access or use campus resources for online learning.']"
24,Female,2.4,2.9,0.5,71.5,6.8,2,5,Fair,Good,50.4,High Risk,"['Improve class attendance to at least 80%.', 'Focus on mental well-being and seek support if needed.']"
17,Female,1.2,1.3,2.0,85.2,4.3,4,6,Fair,Good,49.4,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.']"
24,Male,0.8,2.4,0.8,100.0,6.2,2,3,Fair,Average,35.3,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Focus on mental well-being and seek support if needed.']"
21,Female,1.1,0.4,2.4,95.2,6.8,1,2,Good,Average,46.3,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Reduce entertainment screen time.', 'Focus on mental well-being and seek support if needed.']"
21,Female,3.9,2.4,1.8,100.0,6.2,3,2,Poor,Average,68.4,Medium Risk,"['Focus on mental well-being and seek support if needed.', 'Improve diet quality to support better academic performance.']"
17,Female,4.3,1.5,0.0,88.9,4.6,4,6,Poor,Average,84.2,Low Risk,"['Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.', 'Improve diet quality to support better academic performance.']"
24,Female,1.1,3.6,2.5,96.7,8.4,10,3,Good,Good,54.6,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Reduce social media usage to improve focus.', 'Reduce entertainment screen time.']"
